': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789390802 conv_key=jwt_leg_caoyunxiang_8f4ba1f7 legid={'authority': 'TCE', 'expireTime': 1789454808, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789573550 conv_key=jwt_leg_caoyunxiang_0f9ef0c4 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Bernard-Prod', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789573571 conv_key=jwt_leg_caoyunxiang_0f9ef0c4 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789573589 conv_key=jwt_leg_caoyunxiang_0f9ef0c4 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789573611 conv_key=jwt_leg_caoyunxiang_0f9ef0c4 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789573669 conv_key=jwt_leg_caoyunxiang_0f9ef0c4 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789573691 conv_key=jwt_leg_caoyunxiang_0f9ef0c4 legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789573722 conv_key=jwt_leg_caoyunxiang_0f9ef0c4 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789575140 conv_key=jwt_leg_caoyunxiang_0f9ef0c4 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789575196 conv_key=jwt_leg_caoyunxiang_0f9ef0c4 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789575453 conv_key=jwt_leg_caoyunxiang_0f9ef0c4 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789575509 conv_key=jwt_leg_caoyunxiang_0f9ef0c4 legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789575597 conv_key=jwt_leg_caoyunxiang_0f9ef0c4 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789575841 conv_key=jwt_leg_caoyunxiang_0f9ef0c4 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Bernard-Prod', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789576002 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789576036 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789576092 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789576127 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789576133 conv_key=jwt_leg_caoyunxiang_0f9ef0c4 legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789576267 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789576271 conv_key=jwt_leg_caoyunxiang_0f9ef0c4 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789576324 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789576376 conv_key=jwt_leg_caoyunxiang_0f9ef0c4 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789576386 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789576424 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789576500 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789576625 conv_key=jwt_leg_caoyunxiang_0f9ef0c4 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789576715 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789576732 conv_key=jwt_leg_caoyunxiang_4a87a4f5 legid={'authority': 'TCE', 'expireTime': 1789648651, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789576743 conv_key=jwt_leg_caoyunxiang_021b482a legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789576751 conv_key=jwt_leg_caoyunxiang_942f79be legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Bernard-Prod', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789576868 conv_key=jwt_leg_caoyunxiang_4e9ad782 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789576883 conv_key=jwt_leg_caoyunxiang_4a87a4f5 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789577059 conv_key=jwt_leg_caoyunxiang_942f79be legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789577072 conv_key=jwt_leg_caoyunxiang_4e9ad782 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789577192 conv_key=jwt_leg_caoyunxiang_4a87a4f5 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789577292 conv_key=jwt_leg_caoyunxiang_4e9ad782 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789577355 conv_key=jwt_leg_caoyunxiang_0f9ef0c4 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789577404 conv_key=jwt_leg_caoyunxiang_4e9ad782 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789588151 conv_key=jwt_leg_caoyunxiang_2b088e5c legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789588168 conv_key=jwt_leg_caoyunxiang_2b088e5c legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789588191 conv_key=jwt_leg_caoyunxiang_2b088e5c legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789588225 conv_key=jwt_leg_caoyunxiang_2b088e5c legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789588293 conv_key=jwt_leg_caoyunxiang_2b088e5c legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789634326 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789634332 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789634338 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789634344 conv_key=jwt_leg_tester_7e91c1a6 legid={'user': 'tester'}
1789634351 conv_key=jwt_leg_tester_7e91c1a6 legid={'user': 'tester'}
1789634357 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789634516 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789634522 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789634528 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789634533 conv_key=jwt_leg_tester_7e91c1a6 legid={'user': 'tester'}
1789634540 conv_key=jwt_leg_tester_7e91c1a6 legid={'user': 'tester'}
1789634545 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789634748 conv_key=jwt_leg_tester_7e91c1a6 legid={'user': 'tester'}
1789634939 conv_key=jwt_leg_tester_7e91c1a6 legid={'user': 'tester'}
1789634948 conv_key=jwt_leg_tester_7e91c1a6 legid={'user': 'tester'}
1789634956 conv_key=jwt_leg_tester_7e91c1a6 legid={'user': 'tester'}
1789634967 conv_key=jwt_leg_tester_7e91c1a6 legid={'user': 'tester'}
1789635021 conv_key=jwt_leg_tester_7e91c1a6 legid={'user': 'tester'}
1789635109 conv_key=jwt_leg_tester_7e91c1a6 legid={'user': 'tester'}
1789635147 conv_key=jwt_leg_tester_7e91c1a6 legid={'user': 'tester'}
1789635156 conv_key=jwt_leg_tester_7e91c1a6 legid={'user': 'tester'}
1789635165 conv_key=jwt_leg_tester_7e91c1a6 legid={'user': 'tester'}
1789635172 conv_key=jwt_leg_tester_7e91c1a6 legid={'user': 'tester'}
1789635206 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789635212 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789635217 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789635377 conv_key=jwt_leg_caoyunxiang legid={'authority': 'TCE', 'expireTime': 1789709892, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789635582 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789635588 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789635595 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789635710 conv_key=jwt_leg_caoyunxiang legid={'authority': 'TCE', 'expireTime': 1789709892, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789635717 conv_key=jwt_leg_caoyunxiang legid={'authority': 'TCE', 'expireTime': 1789709976, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789635725 conv_key=jwt_leg_caoyunxiang legid={'authority': 'TCE', 'expireTime': 1789709892, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789636002 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789636010 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789636068 conv_key=jwt_leg_caoyunxiang legid={'authority': 'TCE', 'expireTime': 1789709976, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789636075 conv_key=jwt_leg_caoyunxiang legid={'authority': 'TCE', 'expireTime': 1789709892, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789636083 conv_key=jwt_leg_caoyunxiang legid={'authority': 'TCE', 'expireTime': 1789709892, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789636094 conv_key=jwt_leg_caoyunxiang legid={'authority': 'TCE', 'expireTime': 1789709892, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789636105 conv_key=jwt_leg_caoyunxiang legid={'authority': 'TCE', 'expireTime': 1789709976, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789636350 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789636356 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789636801 conv_key=jwt_leg_caoyunxiang legid={'authority': 'TCE', 'expireTime': 1789709819, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789636808 conv_key=jwt_leg_caoyunxiang legid={'authority': 'TCE', 'expireTime': 1789709976, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789636818 conv_key=jwt_leg_caoyunxiang legid={'authority': 'TCE', 'expireTime': 1789709892, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789636830 conv_key=jwt_leg_caoyunxiang legid={'authority': 'TCE', 'expireTime': 1789709819, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789636838 conv_key=jwt_leg_caoyunxiang legid={'authority': 'TCE', 'expireTime': 1789709976, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789636845 conv_key=jwt_leg_caoyunxiang legid={'authority': 'TCE', 'expireTime': 1789709892, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789637009 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789637018 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789637026 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789637034 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789637149 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789637154 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789637162 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789637169 conv_key=jwt_leg_tester legid={'user': 'tester'}
1789637228 conv_key=jwt_leg_caoyunxiang legid={'authority': 'TCE', 'expireTime': 1789709819, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789637243 conv_key=jwt_leg_caoyunxiang legid={'authority': 'TCE', 'expireTime': 1789709819, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
